,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
7,Untaken,Road Untaken Comfort Zone Killer: Discover how to abandon your comfort zone to finally accomplish your goals and reach new heights,Inspire Stan,,0,0.00,"(None, None, None)",
8,Untaken,The Path Untaken: A Story of Lost Love,Haris Malik,Authorhouse,1,4.00,"('2', '25', '2014')",2014
9,Untaken,The Path Untaken: A Story of Lost Love,Haris Malik,Authorhouse,0,0.00,"('2', '25', '2014')",2014
10,Untaken,The Untaken Pictures,Claudia Ramsey-Wilson,Tate Publishing & Enterprises,0,0.00,"('7', '15', '2008')",2008
11,Untaken,No Road Untaken,Wendelin W.,,0,0.00,"(None, None, None)",
12,Untaken,Doctor Who: A Road Untaken,Steven J. Cohen,BrokenSea Audio Productions,1,3.00,"(None, None, '2009')",2009
13,Untaken,Untakenable,C.O. Wyler,,3,4.67,"(None, None, None)",
14,Untaken,Untakenable: 12 Days Following the Rapture,C.O. Wyler,Pronoun,4,4.50,"('3', '24', '2017')",2017
15,Untaken,Untakenable: 12 Hours Following the Rapture,C.O. Wyler,Draft2Digital,0,0.00,"('11', '14', '2017')",2017
0,The Offering,"The Offering (The Pledge, #3)",Kimberly Derting,Margaret K. McElderry Books,3771,3.81,"('12', '31', '2013')",2013
1,The Offering,"Beware the Night (The Offering Series, #1)",Jessika Fleck,Swoon Reads,542,3.45,"('3', '12', '2019')",2019
2,The Offering,"Defy the Sun (The Offering Series, #2)",Jessika Fleck,Swoon Reads,91,3.54,"('3', '10', '2020')",2020
3,The Offering,"Cable & Deadpool, Volume 2: The Burnt Offering",Fabian Nicieza,Marvel,1004,4.12,"('1', '31', '2007')",2007
4,The Offering,The Offering,Angela Elwell Hunt,Howard Books,486,3.84,"('5', '14', '2013')",2013
5,The Offering,The Offering,Joanne Clancy,Createspace,21,3.14,"('8', '28', '2014')",2014
6,The Offering,The Offering,Grace McCleen,Hodder & Stoughton,216,3.27,"('7', None, '2015')",2015
7,The Offering,Let Me Feed You: Everyday Recipes Offering the Comfort of Home,Rosie Daykin,Appetite by Random House,52,4.09,"('4', '9', '2019')",2019
8,The Offering,"Sovereign: The Offering (Antius Ascending Series, #2)",E.R. Arroyo,Createspace,84,4.36,"('4', '6', '2014')",2014
9,The Offering,The Final Offering,J.G. Gatewood,Createspace Independent Publishing Platform,7,3.60,"('11', '4', '2016')",2016
10,The Offering,"The Pledge Trilogy: The Pledge; The Essence; The Offering (The Pledge Trilogy, #1-3)",Kimberly Derting,Margaret K. McElderry Books,37,3.92,"('10', '20', '2015')",2015
11,The Offering,The Offering,Christine Warren,Loose ID,64,3.34,"(None, None, None)",
12,The Offering,The Dragon Offering: Book One of the Arlon Prophecies,Randy McWilson,,136,4.04,"(None, None, None)",
13,The Offering,An Imperfect Offering: Humanitarian Action in the Twenty-first Century,James Orbinski,Doubleday Canada,1810,4.30,"('4', '4', '2008')",2008
14,The Offering,An Offering: The Tale of Therese,Allison Pittman,"Tyndale House Publishers, Inc.",50,3.72,"('7', '17', '2017')",2017
15,The Offering,The Lowell Offering: Writings by New England Mill Women (1840-1945),Benita Eisler,W. W. Norton  Company,64,3.57,"('12', '17', '1997')",1997
16,The Offering,"The Beasts Virgin Offering (Dark Forest Mating, #1)",Bree Bellucci,Red Garnet Media LLC,68,2.51,"('2', '28', '2013')",2013
17,The Offering,The Arena: An Offering to Contemporary Monasticism,Ignatius Brianchaninov,Holy Trinity Publications,55,4.58,"('1', '1', '1997')",1997
18,The Offering,"Offered to the Werewolves, Part I: The Offering (Offered to the Werewolves, #1)",Crystal L. Shaw,,56,4.06,"(None, None, None)",
19,The Offering,Daemonic Offerings (The Daemonolater's Guide Book 2),S. Connolly,,25,4.52,"(None, None, None)",
0,The Storm Crow,"The Storm Crow (The Storm Crow, #1)",Kalyn Josephson,SourcebooksFire,3803,3.81,"('7', '9', '2019')",2019
1,The Storm Crow,"The Crow Rider (The Storm Crow, #2)",Kalyn Josephson,Sourcebooks Fire,632,3.92,"('7', '7', '2020')",2020
2,The Storm Crow,"The Gathering Storm (Crown of Stars, #5)",Kate Elliott,Daw Books,3249,3.89,"('2', '3', '2004')",2004
3,The Storm Crow,"No Cage for a Crow, Part One: Into the Storm",Morrigan Holmes,,1,3.77,"('9', '3', '2016')",2016
4,The Storm Crow,"Bone Complete Set, Volumes 1 9: Out From Boneville, The Great Cow Race, Eyes Of The Storm, The Dragonslayer, Rock Jaw, Old Man's Cave, Ghost Circles, Treasure Hunters, And Crown Of Horns",Jeff Smith,Scholastic,321,4.43,"(None, None, '2009')",2009
5,The Storm Crow,"The Crown of Silence (The Chronicles of Magravandias, #2)",Storm Constantine,Tor Books,506,3.86,"('1', '5', '2002')",2002
6,The Storm Crow,"The George R.R. Martin Song Of Ice and Fire Box Set featuring A Game of Thrones, A Clash of Kings, A Storm of Swords, and A Feast for Crows",George R.R. Martin,Bantam,72,4.63,"('11', '29', '2011')",2011
7,The Storm Crow,The Storm (Mountain Protectors #1),K.C. Crowne,,279,4.23,"(None, None, None)",
8,The Storm Crow,"Articles on Novels by George R. R. Martin, Including: A Game of Thrones, a Clash of Kings, a Storm of Swords, a Feast for Crows, a Dance with Dragons, Tales of Dunk and Egg, Fevre Dream, Dying of the Light, the Armageddon Rag, Windhaven",Hephaestus Books,Hephaestus Books,49,4.31,"('9', '28', '2011')",2011
9,The Storm Crow,The Eye of the Storm (Triple Crown Trilogy #2),Kimberly  Campbell,,46,4.60,"(None, None, None)",
10,The Storm Crow,The Calm Before the Storm (Triple Crown Trilogy #1),Kimberly  Campbell,Mascot Books,5,4.30,"('3', '17', '2015')",2015
11,The Storm Crow,Crowning of the King: A Taboo Step Magical Harem Fantasy (God-Kings Harem Book 1),Nick Storming,,26,3.88,"(None, None, None)",
12,The Storm Crow,Storming Party (Shadow on the Crown),Nicholas Carter,,15,3.69,"(None, None, None)",
13,The Storm Crow,The Height of the Storm (Triple Crown Trilogy #3),Kimberly  Campbell,,16,4.69,"(None, None, None)",
14,The Storm Crow,A Symphony of Storms (The Demon Crown Trilogy #3),Robert E. Vardeman,Tor Books,13,3.67,"('5', '1', '1990')",1990
15,The Storm Crow,Calm Before the Storm (Crimes Against the Crown Book 1),N.J. Kuhr,,12,3.77,"(None, None, None)",
16,The Storm Crow,"Novels by Robert Jordan: The Eye of the World, Winter's Heart, a Crown of Swords, the Great Hunt, the Gathering Storm, Knife of Dreams",Books LLC,,12,3.83,"(None, None, None)",
17,The Storm Crow,"What the Whole World Is Saying: 100 Sensational Statements about ""A Game of Thrones 5-Book Bundle: A Song of Ice and Fire Series: A Game of Thrones, a Clash of Kings, a Storm of Swords, a Feast for Crows, and a Dance with Dragons""",Owen Spurr,Lennex,3,2.00,"('2', '6', '2013')",2013
18,The Storm Crow,Storm in the Mountains: Thomas' Confederate Legion of Cherokee Indians and Mountaineers,Vernon H. Crow,,11,4.36,"(None, None, None)",
19,The Storm Crow,The Raven and the Crow: Dark Storm Rising,Michael K. Falciani,,5,4.60,"(None, None, None)",
0,The Iron Witch,"The Iron Witch (The Iron Witch, #1)",Karen Mahoney,Flux,9210,3.46,"('2', '8', '2011')",2011
1,The Iron Witch,"The Wood Queen (The Iron Witch, #2)",Karen Mahoney,Flux,1847,3.72,"('2', '8', '2012')",2012
2,The Iron Witch,"The Stone Demon (The Iron Witch, #3)",Karen Mahoney,Flux,807,3.73,"('4', '8', '2013')",2013
3,The Iron Witch,"The Lost Boy (The Iron Witch, #0.5)",Karen Mahoney,,171,3.62,"(None, None, None)",
4,The Iron Witch,The Silver Fey (The Iron Witch #3.5),Karen Mahoney,,33,3.30,"('3', '3', '2014')",2014
5,The Iron Witch,"The Iron Flower (The Black Witch Chronicles, #2)",Laurie Forest,Harlequin Teen,6389,4.39,"('9', '18', '2018')",2018
6,The Iron Witch,The Iron City (River Witch Book 5),Helena Rookwood,,26,4.23,"(None, None, None)",
7,The Iron Witch,Conan: People of the Black Circle (The People Of the Black Circle; The Devil In Iron; A Witch Shall Be Born; Jewels of Gwahlur),Robert E. Howard,Berkley,981,4.23,"('10', '1', '1977')",1977
8,The Iron Witch,Daughter of the Iron Witch: (Magical Adventures in Erotic Romance #3),Maria Mendelsohn,,0,0.00,"(None, None, None)",
9,The Iron Witch,The Iron Court (The River Witch #2),Helena Rookwood,Amazon Digital Services,109,4.07,"(None, None, None)",
10,The Iron Witch,"The Witchfire Trilogy, Collected Edition (Iron Kingdoms)",J.M. Martin,Privateer Press,22,3.91,"(None, None, None)",
11,The Iron Witch,"Conan the Barbarian, Selected Short Stories Including Gods of the North, Iron Shadows in the Moon, Queen of the Black Coast, the Devil in Iron, the People of the Black Circle, a Witch Shall Be Born, Jewels of Gwahlur, Beyond the Black River, Shadows in...",Robert E. Howard,Benediction Classics,2,4.50,"('4', '12', '2015')",2015
12,The Iron Witch,The Wolf Master of Iron Mountain (The Witch of Appalachia Book 1),Francesca Quarto,,6,4.22,"(None, None, None)",
13,The Iron Witch,The Kid Who Knew TOO much: The irony of using Witchcraft and where it lead me,Laird Horton,,4,4.25,"(None, None, None)",
14,The Iron Witch,Witches of the Iron Tower (Wayfarer Series Book 1),Chris Jones,,1,4.00,"(None, None, None)",
15,The Iron Witch,"The Collected Complete Works of Robert E. Howard (Huge Collection Including The Hyborian Age, The Hour of the Dragon, Jewels of Gwahlur, A Witch Shall be born, The Devil in Iron, And More)",Robert E. Howard,,0,0.00,"(None, None, None)",
16,The Iron Witch,"The Devil in Iron,A Witch Shall Be Born,Jewels of Gwahlur",Robert E. Howard,,0,0.00,"(None, None, None)",
17,The Iron Witch,Iron Hammer Against The Witch Vol.1,Shinya Murata,Delcourt/Tonkam,1,3.67,"('11', '7', '2018')",2018
18,The Iron Witch,The Witch with the Iron Head,Anjali Paul,,0,0.00,"(None, None, None)",
19,The Iron Witch,Iron Hammer Against The Witch Vol.2,村田真哉,Delcourt/Tonkam,1,4.00,"('1', '30', '2019')",2019
0,The Wood Queen,"The Wood Queen (The Iron Witch, #2)",Karen Mahoney,Flux,1847,3.72,"('2', '8', '2012')",2012
1,The Wood Queen,The Witch in the Wood The Queen of Air and Darkness,T.H. White,,14,3.14,"(None, None, None)",
2,The Wood Queen,"Conan, Vol. 13: Queen of the Black Coast",Brian Wood,Dark Horse Comics,473,4.03,"('1', '16', '2013')",2013
3,The Wood Queen,Elizabeth Woodville - A Life: The Real Story of the 'white Queen',David MacGibbon,Amberley Publishing,35,3.08,"('4', '15', '2013')",2013
4,The Wood Queen,The Queen's Sisters: The Lives of the Sisters of Elizabeth Woodville,Sarah J. Hodder,,26,3.44,"(None, None, None)",
5,The Wood Queen,"Queen Victoria, From her Birth to the Death of the Prince Consort",Cecil Woodham-Smith,Alfred A. Knopf,120,4.01,"(None, None, '1972')",1972
6,The Wood Queen,Ogimawkwe Mitigwaki (Queen of the Woods),Simon Pokagon,Michigan State University Press,25,3.14,"('1', '1', '2011')",2011
7,The Wood Queen,The Birthday Queen,Audrey Wood,The Blue Sky Press,216,3.16,"('8', '27', '2013')",2013
8,The Wood Queen,The Red Hat Society's Queens of Woodlawn Avenue,Regina Hale Sutherland,Center Point,45,3.57,"('8', '31', '2006')",2006
9,The Wood Queen,Mabel and the Queen of Dreams,Henry L. Herz,Schiffer Kids,52,4.08,"('8', '28', '2016')",2016
10,The Wood Queen,THE QUEEN: Her Majesty Queen Elizabeth II: A Royal Biography,Michael Woodford,,63,3.84,"(None, None, None)",
11,The Wood Queen,KATE MIDDLETON: The Commoner Who Would Be Queen,Michael Woodford,,36,2.97,"(None, None, None)",
12,The Wood Queen,"Privateer - Life aboard a British Privateer in the time of Queen Anne. 1708 - 1711, Annotated, and illustrated Author's edition. (Historic Characters)",Woodes Rogers,,57,3.53,"(None, None, None)",
13,The Wood Queen,"The True Story of the “White Queen,” Elizabeth Woodville",Agnes Strickland,,6,3.50,"(None, None, None)",
14,The Wood Queen,The Oxford Book of Detective Stories,Patricia Craig,"Oxford University Press, USA",12,3.34,"('5', '16', '2000')",2000
15,The Wood Queen,"First Bite: The Wicked Queen's Tale (The Dark Woods, #3)",Laura Briggs,,2,3.12,"(None, None, None)",
16,The Wood Queen,My Lord the Fox: The Secret Documents of Anthony Woodcott Concerning Queen Elizabeth I and Anne Boleyn: A Novel,Robert York,,4,3.50,"(None, None, None)",
17,The Wood Queen,A Woodland Queen,André Theuriet,Aegypan,3,4.00,"('1', '1', '2008')",2008
18,The Wood Queen,The Forgotten Queen: A Dragonian Series Story,Adrienne Woods,,13,4.08,"(None, None, None)",
19,The Wood Queen,"Women of the Tudor Period: Mary, Queen of Scots, Elizabeth Woodville, Elizabeth of York, Jane Shore, Lady Margaret Beaufort, Mary Tudor",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('6', '25', '2011')",2011
0,The Stone Demon,"The Stone Demon (The Iron Witch, #3)",Karen Mahoney,Flux,807,3.73,"('4', '8', '2013')",2013
1,The Stone Demon,The Demon Stone,Christopher Datta,Dystel & Goderich Literary Management,24,3.78,"('5', '4', '2014')",2014
2,The Stone Demon,Roderick Blackwood & The Demon Stone,Ralph Rathbone,Bubbling Philtre,209,4.17,"('10', '28', '2011')",2011
3,The Stone Demon,"The Stone Golem (The Demon's Gate, #2)",Jeanette Battista,Jeanette Battista,10,3.85,"('1', '1', '2014')",2014
4,The Stone Demon,Paydunor: The Demon Stone (1),Brad DeBorde,,2,3.50,"(None, None, None)",
5,The Stone Demon,Paydunor: The Demon Stone,Brad Allen Deborde,Createspace Independent Publishing Platform,0,0.00,"('7', '11', '2015')",2015
6,The Stone Demon,"Lorekeeper: The Demon Stone (Lorekeeper, #1)",A.R. Marcoux,,3,4.00,"(None, None, None)",
7,The Stone Demon,The Demon Stones,Glynn Seal,,2,2.50,"('6', '17', '2016')",2016
8,The Stone Demon,"The Demon of Stonewood (Stonewood Trilogy, #2)",Jeremy Hayes,Northlord Publishing,18,4.25,"('9', '6', '2013')",2013
9,The Stone Demon,Stoners The: Drugs Demons del,Trostle,Garland Science,0,0.00,"('3', '1', '1992')",1992
10,The Stone Demon,The Sword and the Stone: A Demon Hunter Tale,Michael Leaich,Smashwords Edition,0,0.00,"('4', '28', '2014')",2014
11,The Stone Demon,The Stone Academy: Intergalactical Demon Hunters (Daniel Stone Book 1),Denis Okpara,,0,0.00,"(None, None, None)",
12,The Stone Demon,"Demon Crossings (Twilight of the Gods, #1)",Eleri Stone,Carina Press,104,3.76,"('1', '2', '2012')",2012
13,The Stone Demon,Jennifer Ainsley: The Final Demon War,Sidney Stone,CreateSpace Publishing,18,3.80,"('12', '7', '2013')",2013
14,The Stone Demon,"The First Sacrament (The Demons of Stone Chapel, #1)",Lex Duncan,,3,4.10,"('1', '5', '2016')",2016
15,The Stone Demon,The Stone Theory: Tales of an Accidental Demon Hunter,E.M. Marz,3TrinityWorks Co.,11,3.27,"('8', '30', '2012')",2012
16,The Stone Demon,The Demon of River Heights/Writ in Stone/The Haunted Dollhouse/The Girl Who Wasn't There (Nancy Drew Graphic Novels: Girl Detective 1-4),Stefan Petrucha,,13,4.15,"(None, None, None)",
17,The Stone Demon,The face of trespass: A judgement in stone ; A demon in my view,Ruth Rendell,Cressett,7,4.29,"(None, None, '1999')",1999
18,The Stone Demon,Demon Stone: A Dagr Brightsword Tale (The Tales of Dagr Brightsword),Jake Scholl,Jake Scholl,6,4.00,"(None, None, '2013')",2013
19,The Stone Demon,Demon: the Descent,Dave Brookshaw,White Wolf Publishing,40,4.55,"(None, None, '2013')",2013
0,Falling to Ash,"Falling to Ash (Moth, #1)",Karen Mahoney,Corgi Childrens,476,3.63,"('9', '27', '2012')",2012
1,Falling to Ash,Falling To Ash,Karen Mahoney,,0,0.00,"(None, None, None)",
2,Falling to Ash,Falling Ashes (Ashes to Ashes #2),Annie Anderson,,73,4.21,"(None, None, None)",
3,Falling to Ash,Ashes falling for the sky - tome 2 : Sky burning down to ashes,Nine Gorman,,17,4.46,"(None, None, None)",
4,Falling to Ash,Ash to Dust (Falling Ash #2),A.T. Douglas,,7,3.57,"(None, None, None)",
5,Falling to Ash,The Rise and Fall of Pot-Ash in America: Addressed to the Right Honourable the Earl of Halifax.,Anonymous,"Gale Ecco, Sabin Americana",0,0.00,"('2', '1', '2012')",2012
6,Falling to Ash,"Falling Ashes: Love, Inspiration, Life, Romance, Pain, Family, Lost Love",Adrian Timothy Torbenson,Createspace Independent Publishing Platform,0,0.00,"('5', '29', '2012')",2012
7,Falling to Ash,Ashes falling down on Crystal Valley,Tomoki Imamura,Kawade shobo,1,3.00,"(None, None, '2011')",2011
8,Falling to Ash,THE TOXIC SKY! - Chemtrails Falling,Robert Ashworth,,2,3.50,"(None, None, None)",
9,Falling to Ash,"Fairest To Fall (Valiant, #4)",Ash Leigh,Yazamia Ltd.,0,0.00,"('10', '23', '2020')",2020
0,Hunting the Dark,Great Hunting in the Dark: A Historical Western Adventure Book,Austin Grayson,,121,4.23,"(None, None, None)",
1,Hunting the Dark,"Hunting the Dark (Moth, #2)",Karen Mahoney,Random House Children's Books,36,3.60,"(None, None, None)",
2,Hunting the Dark,Hunting the Dark Knight: Twenty-First Century Batman,Will Brooker,I. B. Tauris,59,4.03,"('7', '17', '2012')",2012
3,Hunting the Dark,Hunting the Dark (Hunter Elite #8),J.C. Diem,,24,4.52,"(None, None, None)",
4,Hunting the Dark,Hunting the Beast (Darkness #0.5),A.S. McNair,Amazon Digital Services,5,4.60,"(None, None, None)",
5,Hunting the Dark,"Possessing the Night (Hunting the Dark Lord, Book 5)",Ann Jacobs,Beyond the Page Publishing,19,3.68,"('3', '29', '2016')",2016
6,Hunting the Dark,Hunting Down the Darkness (The Alderman James Mystery Thriller Series Book 3),European P. Douglas,,11,4.36,"(None, None, None)",
7,Hunting the Dark,Shadowing the Beast (Hunting the Dark Lord Book 2),Ann Jacobs,,11,3.96,"(None, None, None)",
8,Hunting the Dark,Owning the Night (Hunting the Dark Lord Book 4),Ann Jacobs,,16,4.00,"(None, None, None)",
9,Hunting the Dark,On the Trail of Darkness (Hunting the Dark Lord Book 1),Ann Jacobs,,4,3.24,"(None, None, None)",
10,Hunting the Dark,Hunting in the Dark,William Burleson,Lulu.com,3,4.50,"('9', '21', '2014')",2014
11,Hunting the Dark,Stalking the Dark (Hunting the Dark Lord Book 3),Ann Jacobs,,2,4.12,"(None, None, None)",
12,Hunting the Dark,"The Tomorrow Series Collection John Marsden 7 Books Set (The Other Side of Dawn, The Third Day, The Frost, The Dead of the Night, Tomorrow When the War Began, The Night is for Hunting, Darkness, Be My Friend, Burning for Revenge)",John Marsden,,238,4.54,"(None, None, None)",
13,Hunting the Dark,In Darkness of the Mountain's Night - A Hunter's Tale: Dark Werewolf Hunting Fantasy Horror - Short Read,Eddie Patin,,49,3.41,"(None, None, None)",
14,Hunting the Dark,Hunting Hope: Dig Through the Darkness to Find the Light,Nika Maples,Worthy Inspired,98,4.63,"('4', '19', '2016')",2016
15,Hunting the Dark,The Hunting Dark,Robin Skelton,,2,2.50,"(None, None, None)",
16,Hunting the Dark,Shadowing the Beast (Hunting the Dark Lord Book 2),Ann Jacobs,,0,0.00,"(None, None, None)",
17,Hunting the Dark,Hunting The Dark Side,Zoe Hoye,Mirador Publishing,0,0.00,"('12', '8', '2014')",2014
18,Hunting the Dark,Hunting the Dark Side,Zoe Hoye,Mirador Publishing,0,0.00,"('11', '24', '2014')",2014
19,Hunting the Dark,Hunting in the Dark,Marilyn Woolley,Sundance/Newbridge,0,0.00,"(None, None, '2011')",2011
0,Weave A Circle Round,Weave a Circle Round,Kari Maaren,Tor Books,839,3.63,"('11', '28', '2017')",2017
0,There Will Come a Darkness,"There Will Come a Darkness (The Age of Darkness, #1)",Katy Rose Pool,Henry Holt Books for Young Readers,3610,3.80,"('9', '3', '2019')",2019
0,The Last 8,"Y: The Last Man, Vol. 8: Kimono Dragons",Brian K. Vaughan,Vertigo,27259,4.21,"('11', '22', '2006')",2006
1,The Last 8,"The Last 8 (The Last 8, #1)",Laura Pohl,Sourcebooks Fire,971,3.69,"('3', '5', '2019')",2019
2,The Last 8,"Winter's Touch (The Last Riders, #8)",Jamie Begley,Young Ink Press,3067,4.34,"('7', '19', '2016')",2016
3,The Last 8,"The Empty Throne (The Last Kingdom, #8)",Bernard Cornwell,,2583,4.36,"(None, None, None)",
4,The Last 8,"The Last Kingdom 8 Book Set (The Last Kingdom, The Pale Horseman, Lords of the North, Sword Song, The Burning Land, The Death of Kings, The Pagan Lord, The Empty Throne)",Bernard Cornwell,,413,4.65,"(None, None, None)",
5,The Last 8,Avatar Volume 8: The Last Airbender (Avatar #8),Michael Dante DiMartino,TokyoPop,205,4.56,"('8', '1', '2008')",2008
6,The Last 8,"The First 7 (The Last 8, #2)",Laura Pohl,,121,3.93,"('3', None, '2020')",2020
7,The Last 8,"Six (The Last Thirteen, #8)",James  Phelan,Scholastic Australia,267,3.91,"('7', '1', '2014')",2014
8,The Last 8,Descent of the Reaper (The Last Reaper #8),J.N. Chaney,,249,4.50,"(None, None, None)",
9,The Last 8,"The Eyes of Texas (Matt Jensen: The Last Mountain Man, #8)",William W. Johnstone,Pinnacle,99,4.23,"('2', '5', '2013')",2013
10,The Last 8,"The Book of War (The Last Oracle, #8)",Melissa McShane,Night Harbor Publishing,143,4.20,"('7', '21', '2020')",2020
11,The Last 8,Final Darkness (The Last Light #8),Justin Bell,,114,4.70,"(None, None, None)",
12,The Last 8,"The Last Wizard (Wizard, #8)",Simon Hawke,Aspect,133,3.97,"('10', '7', '1997')",1997
13,The Last 8,Y: The Last Man #8,Brian K. Vaughan,Vertigo,189,4.21,"('4', '17', '2013')",2013
14,The Last 8,The Last 48,Sa'id Salaam,,52,4.65,"(None, None, None)",
15,The Last 8,"With The Last Goodbye (Thirty-Eight, #6)",Len  Webster,,59,4.11,"(None, None, None)",
16,The Last 8,Legend of the Pendragon (The Last Pendragon Saga #8),Sarah Woodbury,,86,4.24,"(None, None, None)",
17,The Last 8,"The Last Battle (Yeoman, #8)",Robert  Jackson,,147,4.30,"(None, None, None)",
18,The Last 8,"The Burning (The Last Gunfighter, #8)",William W. Johnstone,Pinnacle Books,81,4.08,"('10', '1', '2003')",2003
19,The Last 8,The Girl Triumphant (The Last Vampire Book 8),Judith Berens,,47,4.64,"(None, None, None)",
0,Ash Princess,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,Delacorte Books for Young Readers,24939,3.92,"('4', '24', '2018')",2018
1,Ash Princess,"Lady Smoke (Ash Princess Trilogy, #2)",Laura Sebastian,Delacorte Press,11066,4.05,"('2', '5', '2019')",2019
2,Ash Princess,"Ember Queen (Ash Princess Trilogy, #3)",Laura Sebastian,Delacorte Books For Young Readers,6623,4.08,"('2', '4', '2020')",2020
3,Ash Princess,"White Wolf and the Ash Princess (White Wolf, #1)",Tammy Lash,Amazon Digital Services,35,4.14,"('1', None, '2018')",2018
4,Ash Princess,"Ash Princess Trilogy Series 3 Books Collection Set By Laura Sebastian (Ash Princess, Lady Smoke, Ember Queen)",Laura Sebastian,,28,4.46,"(None, None, None)",
5,Ash Princess,Ash Princess (The Deviant Future #6),Eve Langlais,,0,0.00,"(None, None, None)",
6,Ash Princess,"The Princess and the Fangirl (Once Upon a Con, #2)",Ashley Poston,Quirk Books,7087,3.86,"('4', '2', '2019')",2019
7,Ash Princess,"Wicked Princess (Royal Hearts Academy, #3)",Ashley Jade,,2521,3.61,"(None, None, None)",
8,Ash Princess,"The Case of the Disappearing Princess (The New Adventures of Mary-Kate & Ashley, #9)",Lisa Eisenberg,,136,3.71,"(None, None, None)",
9,Ash Princess,"The Veil of Ashes (Princess Vigilante, #2)",S. Usher Evans,Sun's Golden Ray Publishing,78,4.26,"('7', '9', '2019')",2019
10,Ash Princess,The Warrior Princess (The Blood of Kings #4),K.M. Ashman,,773,4.12,"(None, None, None)",
11,Ash Princess,Atishastra: Beyond Weapons... The Ash Princess,Shalini Lal,,0,0.00,"(None, None, None)",
12,Ash Princess,Princess Ashley,Richard Peck,Laurel Leaf,135,3.41,"('10', '1', '1988')",1988
13,Ash Princess,"Once A Princess (Once Upon a Con, #2.5)",Ashley Poston,Quirk Books,41,4.22,"('7', None, '2020')",2020
14,Ash Princess,Witch Princess,Imogene Ashton,CreateSpace,10,4.70,"('3', '4', '2014')",2014
15,Ash Princess,Asherah: The Warrior Princess: A Fantasy Romance (The Goddesses Trilogy Book 1),Rubina Ramesh,Amazon.com Services LLC,105,4.28,"('5', '21', '2020')",2020
16,Ash Princess,"The Princess and the Thorn (The Ash Staff Trilogy, #3)",Paul R. Fisher,Ace Books,26,4.04,"('10', '1', '1984')",1984
17,Ash Princess,The Princess and The Bodyguard (Magic & Love #2),Morgan Ashbury,Siren Publishing,37,3.93,"('11', None, '2007')",2007
18,Ash Princess,"Lizzy - Cinderellas Tochter (Princess in love, #1)",Ashley Gilmore,,117,3.42,"(None, None, None)",
19,Ash Princess,"Holographic Princess (Planet Origins, #3)",Lucia Ashta,Awaken to Peace Press,15,4.13,"('6', '21', '2017')",2017
0,Castles in Their Bones,"Castles in their Bones (Castles in their Bones, #1)",Laura Sebastian,Delacorte Press for Young Readers,12,3.75,"(None, None, '2021')",2021
1,Castles in Their Bones,"Untitled (Castles in their Bones, #2)",Laura Sebastian,Delacorte Press for Young Readers,3,2.33,"(None, None, '2022')",2022
2,Castles in Their Bones,"Untitled (Castles in their Bones, #3)",Laura Sebastian,Delacorte Press for Young Readers,3,2.33,"(None, None, '2023')",2023
0,Half Sick of Shadows,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,Random House Doubleday,23532,4.09,"('11', '1', '2011')",2011
1,Half Sick of Shadows,"The Flavia de Luce Series 4-Book Bundle: The Sweetness at the Bottom of the Pie, The Weed That Strings the Hangman's Bag, A Red Herring Without Mustard, I Am Half-Sick of Shadows (Flavia de Luce, #1-4)",Alan Bradley,Delacorte Press,352,4.55,"('6', '3', '2013')",2013
2,Half Sick of Shadows,Half-Sick of Shadows,David  Logan,Corgi,108,2.81,"('5', '23', '2013')",2013
3,Half Sick of Shadows,Half Sick of Shadows,Laura Sebastian,Ace,4,4.75,"('7', '20', '2021')",2021
4,Half Sick of Shadows,Half Sick of Shadows,Richard  Abbott,Matteh Publications,3,4.59,"('5', '1', '2017')",2017
5,Half Sick of Shadows,Half-sick of Shadows,Graham Masterton,Sideshow Press,2,4.50,"('3', None, '2009')",2009
6,Half Sick of Shadows,Half-Sick of Shadows,Erika Tracy,Shadowfire Press,1,5.00,"('5', '19', '2010')",2010
7,Half Sick of Shadows,Half Sick of Shadows: J.W. Waterhouse cross stitch pattern,Cross Stitch Collectibles,Createspace Independent Publishing Platform,0,0.00,"('6', '1', '2017')",2017
8,Half Sick of Shadows,"“I Am Half-sick of Shadows,” Said the Lady of Shalott (Waterhouse): A Pre-Raphaelite Journal (Pre-Raphaelite Art Journals Series)",Notographie,,0,0.00,"(None, None, None)",
0,Scored,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,St. Martin's Press,121397,4.17,"('6', '15', '1999')",1999
1,Scored,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel A. van der Kolk,Viking,31331,4.47,"('9', '25', '2014')",2014
2,Scored,"The Score (Off-Campus, #3)",Elle Kennedy,,54488,4.26,"(None, None, None)",
3,Scored,By a Thread,Lucy Score,That's What She Said Publishing,13097,4.32,"('4', '23', '2020')",2020
4,Scored,Protecting What's Mine,Lucy Score,,7109,4.38,"(None, None, None)",
5,Scored,The Price Of Scandal (Bluewater Billionaires),Lucy Score,,6166,4.33,"(None, None, None)",
6,Scored,Rock Bottom Girl,Lucy Score,,8563,4.42,"(None, None, None)",
7,Scored,Scoring Wilder,R.S. Grey,R.S. Grey,23144,4.04,"('6', '15', '2014')",2014
