,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
18,Cottonmouths,Cottonmouths (Blastoff! Readers: Snakes Alive),Colleen Sexton,Bellwether Media,2,3.50,"('8', '1', '2010')",2010
19,Cottonmouths,"Defunct Echl Teams: Columbus Cottonmouths, Erie Panthers, Phoenix Roadrunners, Augusta Lynx, Pensacola Ice Pilots, Louisiana Icegators",Books LLC,,0,0.00,"('8', '13', '2011')",2011
0,Your House Will Pay,Your House Will Pay,Steph Cha,Ecco,3432,4.12,"('10', '15', '2019')",2019
1,Your House Will Pay,"Let's Make Your Birthday Great Again. We'll Invite Everyone - Crazy Joe Biden, Little Michael Bloomberg, Low Energy Jeb, Crooked Hillary, Al Frankenstein, Wacky Omarosa. The Mexicans Will Pay For Everything. It Will Be Yuge!: 110-Page Lined Journal",Laugh House Press,,0,0.00,"(None, None, None)",
0,The Other Black Girl,The Other Black Girl: A Novel,Zakiya Dalila Harris,Atria Books,15,4.88,"('6', '1', '2021')",2021
1,The Other Black Girl,The Other Girl (Black Mountain Academy),Trisha Wolfe,,0,0.00,"('11', '18', '2020')",2020
2,The Other Black Girl,"The Other Side Of The Lake The Purple Girl chapter II, Chaco New Mexico & Black Knight Satellite Time Machine: Black Knight Satellite, Time Machine in Chaco Paint New Mexico",Erik De La Torre Stahl,,0,0.00,"(None, None, None)",
3,The Other Black Girl,"The Girl Oona, and Other Tales of the Australian Blacks",James Devaney,Cornstalk Publishing,0,0.00,"(None, None, '1929')",1929
4,The Other Black Girl,"The Other Side of the Lake the Purple Girl Chapter II, Chaco New Mexico & Black Knight Satellite Time Machine: The Black Knight Satellite Time Machine",Erik De La Torre Stahl,Createspace Independent Publishing Platform,0,0.00,"('5', '24', '2015')",2015
5,The Other Black Girl,"Fun Fashion Looks! The Super Stylish Black Background Square Coloring Book For Girls (Fashion & Other Fun Coloring Books For Adults, Teens, & Girls) (Volume 14)",Lilt Kids Coloring Books,,0,0.00,"(None, None, None)",
6,The Other Black Girl,The Girl in the Black Hat and Other Poems,Robert De Cicco,Wasteland Press,0,0.00,"('4', '18', '2012')",2012
7,The Other Black Girl,"Other Girls Are Not My Competition. I Stand With Them, Not Against Them.: All Purpose 6x9 Blank Lined Notebook Journal Way Better Than A Card Trendy Unique Gift Black And Gold Texture Fight Like A Girl",Cian Nieves Bl,Independently Published,0,0.00,"('11', '6', '2019')",2019
0,Glory Bishop,Glory Bishop,Deborah L.  King,Red Adept Publishing,40,4.10,"('6', '4', '2019')",2019
1,Glory Bishop,Glory Descending: Michael Ramsey and His Writings,Douglas Dales,Canterbury Press,3,5.00,"('7', '28', '2014')",2014
2,Glory Bishop,Canada's Glory: Battles That Forged A Nation,William Arthur Bishop,,2,3.50,"(None, None, None)",
3,Glory Bishop,From Ghetto to Glory,Bishop J Delano Ellis II,,3,5.00,"(None, None, None)",
4,Glory Bishop,FROM GHETTO TO GLORY,Bishop J. Delano Ellis II,,3,4.00,"(None, None, None)",
5,Glory Bishop,Glory Days: The Golden Age of Bishop Auckland. Alan Adamthwaite,Alan Adamthwaite,Parrs Wood Press,0,0.00,"('9', '1', '2005')",2005
6,Glory Bishop,"Englands Glory, or an Exact Catalogue of the Lords of His Majesties Most Honourable Privy Councel, with the Knights of the Most Noble Order of Saint George, Called the Garter, and the House of Peers: As Also a Catalogue of the Lord Bishops, the House of C",Nathaniel Brooke,Forgotten Books,0,0.00,"('4', '26', '2018')",2018
7,Glory Bishop,"Deus Justificatus: Or, a Vindication of the Glory of the Divine Attributes, in the Question of Original Sin: ... the Fourth Edition. Also, an Answer to a Letter Written by the R.R. Lord Bishop of Rochester, ... by Jer. Taylor, ...",Jeremy   Taylor,"Gale Ecco, Print Editions",0,0.00,"('5', '28', '2010')",2010
8,Glory Bishop,To God Be the Glory: A Celebration of the Life of Bishop Frederick Calhoun James,Mankekolo Mahlangu-Ngcobo,Gateway Press,0,0.00,"('1', '1', '1996')",1996
9,Glory Bishop,"Englands Glory, or an Exact Catalogue of the Lords of His Majesties Most Honourable Privy Councel, with the Knights of the Most Noble Order of Saint George, Called the Garter, and the House of Peers: As Also a Catalogue of the Lord Bishops, the House of C",Nathaniel Brooke,Forgotten Books,0,0.00,"('4', '26', '2018')",2018
10,Glory Bishop,For His Glory: 31 Daily Meditations (For His Glory Meditations),Andrew   Murray,,2,5.00,"(None, None, None)",
11,Glory Bishop,Yielding My Best for His Glory,Bishop R.S. Walker,Bishop R S Walker Ministries,1,5.00,"('4', '22', '2015')",2015
12,Glory Bishop,To The Glory of God The Father: The Lives of Saint Mardarije of Libertyville and Chicago and Saint Sebastian of San Francisco and Jackson and Their Selected Writings,"Hieromonk Damascene, Ruzica Maric Bishop Maxim",,1,5.00,"(None, None, None)",
13,Glory Bishop,"Glory Stories: Witty, Uplifting Narratives Sparking with Joy and Faith",Venna Bishop,,0,0.00,"(None, None, None)",
14,Glory Bishop,"Romance, Love & Glory Restored",Bishop Ezimah Oden,Xulon Press,0,0.00,"('5', '20', '2016')",2016
15,Glory Bishop,THE WINDS OF GLORY: Mathew Edition (Words of Jesus Christ Book 1),Bishop Jyk Ernest Ejike,,0,0.00,"(None, None, None)",
16,Glory Bishop,Living Wittingly: Christian Life: from Mercy to Grace and from Grace to Glory,Bishop Dr. Edward Barnett,,0,0.00,"(None, None, None)",
17,Glory Bishop,Wisdom for Ultimate Financial Glory,Bishop Ezimah Oden,Xulon Press,0,0.00,"('1', '4', '2019')",2019
18,Glory Bishop,"Lord, Release Your Glory: Getting God's Glory to Show Up in Your Life",Bishop David E. Ashton,America Star Books,0,0.00,"('6', '10', '2010')",2010
19,Glory Bishop,Beholding His Glory Again: Keys For Thriving In Greatness,Bishop-Dr. Julieann Pinder,,0,0.00,"(None, None, None)",
0,Courting Greta,Courting Greta,Ramsey Hootman,Gallery Books,692,3.80,"('6', '18', '2013')",2013
0,A Lady’s Guide to Selling Out,A Lady's Guide to Selling Out,Sally Franson,Dial Press,1202,3.13,"('4', '10', '2018')",2018
0,Hunting the Devil,Hunting the Devil,Suanne Schafer,,4,4.87,"(None, None, None)",
1,Hunting the Devil,"Hunting the Devil: The Pursuit, Capture and Confession of the Most Savage Serial Killer in History",Richard Lourie,HarperCollins Publishers,233,3.94,"('5', '1', '1993')",1993
2,Hunting the Devil,"Hunting His Jewel (The Devil's Set, #2)",Ember Casey,,11,4.21,"(None, None, None)",
3,Hunting the Devil,Snake Hunting on the Devil's Highway,Richard Lapidus,Dog Ear Publishing,3,4.00,"('10', '3', '2006')",2006
4,Hunting the Devil,A Child for the Devil (Hunting Angels Diaries #1),Conrad Jones,,145,4.14,"(None, None, None)",
5,Hunting the Devil,Hunting Sarah: A The Devil's Daughter Bonus Chapter,Shyenna Renee,,0,0.00,"(None, None, None)",
6,Hunting the Devil,"The Devil's Hunting Grounds (Trilogy, #1)",Harry  Blamires,,16,3.69,"(None, None, None)",
7,Hunting the Devil,"The Poacher and other hunting, fishing and conservation stories",Div DeVilliers,,1,5.00,"(None, None, None)",
8,Hunting the Devil,"Advocates for devils refuted, and their hope of the damned demolished: or, An everlasting task for Winchester and all his confederates. By William... [Two lines from Jeremiah]",William Huntington,,0,0.00,"(None, None, None)",
0,A Different Kind of Fire,A Different Kind of Fire,Suanne Schafer,Waldorf Publishing,114,4.11,"('11', '1', '2018')",2018
1,A Different Kind of Fire,A Different Kind of Fire & Fury: Revenge,Julie Reichwein,,24,3.42,"(None, None, None)",
2,A Different Kind of Fire,A Different Kind of Fire & Fury,Julie a Reichwein,Julie Reichwein,0,0.00,"('7', '12', '2018')",2018
3,A Different Kind of Fire,House on Fire: A different kind of love story,G. Andy Mather,,3,4.33,"(None, None, None)",
4,A Different Kind of Fire,"A Walk Thru Fire: A Different Kind of Story of a Man, a Woman, and The Lives They Live",Charles  Wesley,,2,5.00,"(None, None, None)",
0,Together + 2 More,The Power of Praying Together: Where Two or More Are Gathered...,Stormie Omartian,Harvest House Publishers,1,4.20,"('10', '1', '2003')",2003
1,Together + 2 More,"Chalk on the Wild Side: More than 25 chalk art projects, recipes, and creative activities for adults and children to explore together",Lorie King Kaehler,Walter Foster Publishing,14,4.33,"('2', '1', '2016')",2016
2,Together + 2 More,Happiness for Two: 75 Secrets for Finding More Joy Together,Alexandra Stoddard,William Morrow,148,3.75,"('12', '26', '2007')",2007
3,Together + 2 More,Frolic: Two Best-Girl-Friends Enjoy Being Naked Together And Much More At Aunt Judith’s Cabin In The Woods,Cammie Conte,,15,4.40,"(None, None, None)",
4,Together + 2 More,Betty Crocker Just the Two of Us Cookbook: More than 130 Delicious Recipes to Enjoy Together,Betty Crocker,Betty Crocker,15,3.87,"('5', '11', '2007')",2007
5,Together + 2 More,The Armenian Table: More than 165 Treasured Recipes that Bring Together Ancient Flavors and 21st-Century Style,Victoria Jenanyan Wise,St. Martin's Press,15,3.40,"('5', '1', '2004')",2004
6,Together + 2 More,More Toddlers Together: The Complete Planning Guide for a Toddler Curriculum Vol. 2,Cynthia Catlin,Gryphon House Inc.,9,3.44,"('7', '1', '1996')",1996
7,Together + 2 More,Beyond Competition: Six Dynamic New Games for Two or More Players to Win Together,Sid Sackson,,4,4.25,"(None, None, None)",
8,Together + 2 More,"ARTrageous!: More than 25 drawing, painting & mixed media projects for adults and children to create together",Jennifer McCully,Walter Foster Publishing,8,3.14,"('1', '1', '2015')",2015
9,Together + 2 More,When Two Or More Are Gathered Together,Neal Slavin,,2,4.00,"(None, None, None)",
10,Together + 2 More,"A General Chronological History of the Air, Weather, Seasons, Meteors, &C: In Sundry Places and Different Times: More Particularly for the Space of 250 Years: Together with Some of Their Most Remarkable Effects on Animal (Especially Human) Bodies",Thomas Short,T. Longman,0,0.00,"(None, None, '1749')",1749
11,Together + 2 More,"Aquaponics And Hydroponics: 2 BOOKS! Learn How to Grow Using Aquaponics And Hydroponics. Successfully Grow Vegetables and Raise Fish Together, Lower Your Waste, Understand Fisheries And Much More!",Jim Gears,,0,0.00,"(None, None, None)",
12,Together + 2 More,"Peanut Butter and Jelly: More Than Two Slices of Bread ""Jammed"" Together",Neil Nichols,,0,0.00,"(None, None, None)",
13,Together + 2 More,"A Narrative of the Life of James Pearse, in Two Parts: Part I, Containing a General Account of His Early Life, and More Particularly of Five Years Residence in the States of Mississippi and Louisiana, Together with Some Account of That Country, Its...",James Pearse,"Gale Ecco, Sabin Americana",0,0.00,"('2', '1', '2012')",2012
14,Together + 2 More,"An epistolary discourse, concerning the books of Ezra, genuine and spurious: but more particularly the second apocryphal book ... Together with a new ... book of Esdras, &c. By ... Francis Lee, ...",Francis Lee,,1,4.00,"(None, None, None)",
15,Together + 2 More,"The Picture Collector's Manual, Vol. 2 of 2: Adapted to the Professional Man, and the Amateur; Being a Dictionary of Painters, Containing Fifteen Hundred More Names Than in Any Other Work, Together with an Alphabetical Arrangement of the Scholars, Imita",James R. Hobbes,Forgotten Books,0,0.00,"('9', '20', '2018')",2018
16,Together + 2 More,"Two Treatises the One Medical, of the Gout and Its Nature More Narrowly Search'd Into Than Hitherto, Together with a New Way of Discharging the Same (1676)",Hermann Busschof,"Proquest, Eebo Editions",0,0.00,"('1', '1', '2011')",2011
17,Together + 2 More,"Memorials of the Wesley Family: Including Biographical and Historical Sketches of All the Members of the Family for Two Hundred and Fifty Years; Together with a Genealogical Table of the Wesleys with Historical Notes, for More Than Nine Hundred Years",George John 1818-1888 Stevenson,Wentworth Press,0,0.00,"('8', '29', '2016')",2016
18,Together + 2 More,"Boston Events: A Brief Mention and the Date of More Than 5, 000 Events That Transpired in Boston from 1630 to 1880, Covering a Period of 250 Years, Together with Other Occurrences of Interest, Arranged in Alphabetical Order (Classic Reprint)",Edward H Savage,Forgotten Books,0,0.00,"('11', '13', '2018')",2018
0,*omitted*,"America's Other Audubon: (original color lithographs, archival photographs, and field notes on the nests and eggs that Audubon omitted)",Joy Kiser,Princeton Architectural Press,83,4.48,"('5', '2', '2012')",2012
1,*omitted*,The REAL Roosevelts: An Omitted History: What PBS & Ken Burns Didn't Tell You,M.S. King,,68,2.91,"(None, None, None)",
2,*omitted*,Omit Flowers,Rex Stout,DH Audio,73,4.15,"('11', None, '1998')",1998
3,*omitted*,The Omitted Place,Noelle Blanche,,5,3.40,"(None, None, None)",
4,*omitted*,His Grace of Osmonde: Being the Portions of the Nobleman's Life Omitted in the Relation of His Lady's Story Presented to the World of Fashion,Frances Hodgson Burnett,Kessinger Publishing,42,3.38,"('8', '29', '2007')",2007
5,*omitted*,"English Lit Relit: A Short History of English Literature from the Precursors (Before Swearing) to the Pre-Raphaelites and a Little After, Intended to Help Students See the Thing Through, or See Through the Thing, and Omitting Nothing Unimportant",Richard Armour,McGraw-Hill,51,4.42,"(None, None, '1969')",1969
6,*omitted*,"Rubbed Raw Omitted Scenes (Triple Threat, #2.1)",Bella Jeanisse,,5,5.00,"(None, None, None)",
7,*omitted*,"Triple Threat Omitted Scenes (Triple Threat, #1.1)",Bella Jeanisse,,7,4.43,"(None, None, None)",
8,*omitted*,"Books of Enoch, Jasher, Jubilees: Forbidden Books: These Books Were Omitted From The Bible",Anonymous,,3,4.50,"(None, None, None)",
9,*omitted*,The Apocrypha 15 Books Omitted From The Bible: Removed From The Bible by The Protestant Church In The 1800's,Anonymous,,2,4.50,"(None, None, None)",
10,*omitted*,Omit Flowers,Stuart   Palmer,,14,3.65,"(None, None, None)",
11,*omitted*,The American Indian as Slaveholder and Secessionist: An Omitted Chapter in the Diplomatic History of the Southern Confederacy (1915),Annie Heloise Abel,,3,3.67,"(None, None, None)",
12,*omitted*,The American Indian as Slaveholder and Seccessionist An Omitted Chapter in the Diplomatic History of the Southern Confederacy,Annie Heloise Abel,,2,3.80,"(None, None, None)",
13,*omitted*,Three (3) Doors To Death: Man Alive; Omit Flowers; Door To Death   Nero Wolfe,Rex Stout,,11,4.10,"(None, None, None)",
14,*omitted*,Please Omit Funeral,Hildegarde Dolson,Lippincott Williams & Wilkins,14,3.79,"('1', '1', '1975')",1975
15,*omitted*,The Bowdler Shakespeare: Volume 6: In Six Volumes; In Which Nothing Is Added to the Original Text; But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family,William Shakespeare,Cambridge University Press,0,0.00,"('8', '29', '2010')",2010
16,*omitted*,Omitted,Peri June,Amazon Digital Services,3,3.50,"('2', None, '2019')",2019
17,*omitted*,The Family Shakspeare ... in Which Nothing Is Added to the Original Text; But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family ..; Volume 4,William Shakespeare,Wentworth Press,0,0.00,"('8', '26', '2016')",2016
18,*omitted*,The Family Shakspeare - In Which Nothing Is Added To The Original Text But Those Words And Expressions Are Omitted Which Cannot With Propriety Be Read Aloud In A Family - Vol VII,William Shakespeare,Clarke Press,0,0.00,"('4', '29', '2010')",2010
19,*omitted*,The Family Shakspeare ... in Which Nothing Is Added to the Original Text: But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family,William Shakespeare,Wentworth Press,0,0.00,"('3', '22', '2019')",2019
0,Secrets of the Casa Rosada,Secrets of the Casa Rosada,Alex Temblador,Pinata Books,99,3.87,"('10', '31', '2018')",2018
0,Burro Hills,Burro Hills,Julia Lynn Rubin,Diversion Books,94,4.13,"('3', '20', '2018')",2018
1,Burro Hills,"Return to the Old West, Return to the Old West # 2: Gunfight at Burro Creek, Shootout on Hangman's Hill",Jeff Breland,,3,4.33,"(None, None, None)",
2,Burro Hills,"Paranormal Package: Time-Travel and a Werewolf. Return to the Old West, Return to the Old West # 2, Sheriff of Devil's Canyon.: Gunfight at Burro Creek, Shootout on Hangman's Hill, A Killer's Moon",Jeff Breland,,0,0.00,"(None, None, None)",
3,Burro Hills,"Berkhamsted ""The Town Among the Hills"" (Burrows Pocket Guides, #468)",W. Osborne Brigstocke,Ed J Burrow and Co Ltd,0,0.00,"(None, None, '1919')",1919
4,Burro Hills,Patricia of the Hills (Classic Reprint),Charles Kennett Burrow,Forgotten Books,0,0.00,"('10', '29', '2018')",2018
5,Burro Hills,Beyond the Hills,Stuart Burroughs,,0,0.00,"(None, None, None)",
0,Trouble Girls,"Looking for Trouble (Jackson: Girl's Night Out, #1)",Victoria Dahl,Harlequin HQN,2040,3.64,"('7', '29', '2014')",2014
1,Trouble Girls,Girl Trouble,Holly Goddard Jones,Harper Perennial,630,4.06,"('9', '1', '2009')",2009
2,Trouble Girls,Girl Trouble: Panic and Progress in the History of Young Women,Carol Dyhouse,Zed Books,162,3.89,"('3', '1', '2013')",2013
3,Trouble Girls,"The Girl is Trouble (The Girl is Murder, #2)",Kathryn Miller Haines,Roaring Brook Press,590,3.96,"('7', '3', '2012')",2012
4,Trouble Girls,Emmy and the Home for Troubled Girls,Lynne Jonell,Henry Holt and Co. (BYR),601,3.91,"('10', '14', '2008')",2008
5,Trouble Girls,Trouble Girls,Julia Lynn Rubin,,6,5.00,"('6', '1', '2021')",2021
6,Trouble Girls,THE TROUBLE GIRLS,E.R. Fallon,,502,3.56,"(None, None, None)",
7,Trouble Girls,Trouble Brewing (War Girls #4),Marion Kummerow,,198,4.47,"(None, None, None)",
8,Trouble Girls,"Double Trouble (Zodiac Girls, #6)",Cathy Hopkins,MacMillan Children's Books,206,3.95,"('9', '1', '2009')",2009
9,Trouble Girls,The Castle School (for Troubled Girls),Alyssa B. Sheinmel,Sourcebooks Fire,54,4.07,"('3', '2', '2021')",2021
10,Trouble Girls,"Courting Trouble (Goode Girls Romance, #2)",Kerrigan Byrne,Gnarly Wool Publishing,1,5.00,"(None, None, None)",
11,Trouble Girls,Girl Trouble: The True Saga of Superstar Gloria Trevi and the Secret Teenage Sex Cult That Stunned the World,Christopher McDougall,Harper Paperbacks,112,3.64,"('11', '1', '2005')",2005
12,Trouble Girls,"Girl in Trouble (Alex Mercer Thriller, #1)",Stacy Claflin,,5773,3.98,"(None, None, None)",
13,Trouble Girls,Professor Trouble (Girls of Lowell College Book 1),Soraya May,,101,3.80,"(None, None, None)",
14,Trouble Girls,Groomed: A troubled girl. A shocking allegation. Is it too late to uncover the truth?,Casey Watson,,172,4.38,"(None, None, None)",
15,Trouble Girls,Triple Trouble: The Girl of His Dreams / The Secret Wife / The Mysterious Stranger,Susan   Mallery,Mills & Boon Special Release,47,3.76,"('4', '1', '2014')",2014
16,Trouble Girls,Girl Trouble,Alan Navarra,"Visprint, Inc.",76,3.74,"(None, None, '2007')",2007
17,Trouble Girls,"Hopeful Girls, Troubled Boys: Race and Gender Disparity in Urban Education",Nancy  López,Routledge,51,3.76,"('12', '15', '2002')",2002
18,Trouble Girls,Sour: My Story - Part 1 of 3: A troubled girl from a broken home. The Brixton gang she nearly died for. The baby she fought to live for.,Tracey Miller,,80,3.79,"(None, None, None)",
19,Trouble Girls,Sour: My Story: A troubled girl from a broken home. The Brixton gang she nearly died for. The baby she fought to live for.,Tracey Miller,HarperElement,56,3.71,"('8', '28', '2014')",2014
0,No Love Allowed,"No Love Allowed (Dodge Cove, #1)",Kate Evangelista,Swoon Reads,1316,3.56,"('4', '19', '2016')",2016
1,No Love Allowed,"No Love Allowed: A Novella (JustOneNight.com, #2)",Chencia C. Higgins,,19,4.00,"(None, None, None)",
2,No Love Allowed,"Love, Lies and Spies, No Love Allowed, These Vicious Masks: Swoon Reads Winter 2016",Cindy Anstey,Swoon Reads,5,3.89,"('11', '24', '2015')",2015
3,No Love Allowed,No Love Allowed (Destiny of Choice #1),Diane Fisher,,1,5.00,"(None, None, None)",
4,No Love Allowed,No Love Allowed,Nina Berry,,1,5.00,"(None, None, None)",
5,No Love Allowed,"No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure",Susan Hughes,Kids Can Press,231,3.38,"('8', '1', '2008')",2008
6,No Love Allowed,"Albums Produced by Danja (Music Guide): Hard Candy, Circus, Loose, Funhouse, Last Train to Paris, I Look to You, No Boys Allowed, Love?, VOLTA",Source Wikipedia,"Books LLC, Wiki Series",1,3.00,"('7', '7', '2011')",2011
7,No Love Allowed,No Girlfriends Allowed: Unlearning What You Learned About Love & Relationships,Marcia Alene,,3,5.00,"(None, None, None)",
8,No Love Allowed,No Bull Allowed: How to Lose the Losers and Lasso in Love,Frankie Leah Picasso,Createspace Independent Publishing Platform,1,5.00,"('3', '29', '2012')",2012
9,No Love Allowed,No Bull Allowed! How To Lose The Losers And Lasso In Love (Dating - Relationship Advice)),Kelly Wallace,,1,5.00,"(None, None, None)",
10,No Love Allowed,"No F*** Boys Allowed: cutting a**holes, liars, and time wasters out of your life!",Nikki D. Lovely,,2,5.00,"(None, None, None)",
11,No Love Allowed,Intermittent Fasting for Women Over 50 Years: The Lifestyle Diet for Beginners That Allows You to Eat What You Love and Lose Weight! Menopause Impact Will No Longer Be a Problem.,Norah Low,,0,0.00,"(None, None, None)",
12,No Love Allowed,Love Allows no Escape: Fall in and you may not get out!,Stuart McCleane,,0,0.00,"(None, None, None)",
13,No Love Allowed,No Bull Allowed- How to Lose the Losers and Lasso in Love,Frankie Picasso,,0,0.00,"(None, None, None)",
14,No Love Allowed,Love Allows No Escape: The Tightening of its Grip,Stuart McCleane,,0,0.00,"(None, None, None)",
15,No Love Allowed,"Join the K. L. U. B. - No Bullying Allowed: Kindness, Love, Unity and Bravery",April M Cox,,0,0.00,"(None, None, None)",
16,No Love Allowed,"Albums Produced by Boi-1da (Music Guide): Relapse, Recovery, No Boys Allowed, Thank Me Later, Detox, Killer Love, H.F.M. 2",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '18', '2011')",2011
17,No Love Allowed,Love Allows no Escape: Fall in and you may not get out!,Mr Stuart Alex McCleane,,0,0.00,"(None, None, None)",
18,No Love Allowed,50 Things James Potter Is Not Allowed to Do,Marauders-And-Lily-I-Love,FanFiction.net,1,5.00,"('7', '20', '2009')",2009
0,The Boyfriend Bracket,The Boyfriend Bracket,Kate Evangelista,Swoon Reads,428,3.10,"('6', '19', '2018')",2018
0,Ash Princess,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,Delacorte Books for Young Readers,24939,3.92,"('4', '24', '2018')",2018
1,Ash Princess,"Lady Smoke (Ash Princess Trilogy, #2)",Laura Sebastian,Delacorte Press,11066,4.05,"('2', '5', '2019')",2019
2,Ash Princess,"Ember Queen (Ash Princess Trilogy, #3)",Laura Sebastian,Delacorte Books For Young Readers,6623,4.08,"('2', '4', '2020')",2020
3,Ash Princess,"White Wolf and the Ash Princess (White Wolf, #1)",Tammy Lash,Amazon Digital Services,35,4.14,"('1', None, '2018')",2018
4,Ash Princess,"Ash Princess Trilogy Series 3 Books Collection Set By Laura Sebastian (Ash Princess, Lady Smoke, Ember Queen)",Laura Sebastian,,28,4.46,"(None, None, None)",
5,Ash Princess,Ash Princess (The Deviant Future #6),Eve Langlais,,0,0.00,"(None, None, None)",
6,Ash Princess,"The Princess and the Fangirl (Once Upon a Con, #2)",Ashley Poston,Quirk Books,7087,3.86,"('4', '2', '2019')",2019
7,Ash Princess,"Wicked Princess (Royal Hearts Academy, #3)",Ashley Jade,,2519,3.61,"(None, None, None)",
8,Ash Princess,"The Case of the Disappearing Princess (The New Adventures of Mary-Kate & Ashley, #9)",Lisa Eisenberg,,136,3.71,"(None, None, None)",
9,Ash Princess,"The Veil of Ashes (Princess Vigilante, #2)",S. Usher Evans,Sun's Golden Ray Publishing,78,4.26,"('7', '9', '2019')",2019
10,Ash Princess,The Warrior Princess (The Blood of Kings #4),K.M. Ashman,,773,4.12,"(None, None, None)",
11,Ash Princess,Atishastra: Beyond Weapons... The Ash Princess,Shalini Lal,,0,0.00,"(None, None, None)",
12,Ash Princess,Princess Ashley,Richard Peck,Laurel Leaf,135,3.41,"('10', '1', '1988')",1988
13,Ash Princess,"Once A Princess (Once Upon a Con, #2.5)",Ashley Poston,Quirk Books,41,4.22,"('7', None, '2020')",2020
14,Ash Princess,Witch Princess,Imogene Ashton,CreateSpace,10,4.70,"('3', '4', '2014')",2014
15,Ash Princess,Asherah: The Warrior Princess: A Fantasy Romance (The Goddesses Trilogy Book 1),Rubina Ramesh,Amazon.com Services LLC,105,4.28,"('5', '21', '2020')",2020
16,Ash Princess,"The Princess and the Thorn (The Ash Staff Trilogy, #3)",Paul R. Fisher,Ace Books,26,4.04,"('10', '1', '1984')",1984
17,Ash Princess,The Princess and The Bodyguard (Magic & Love #2),Morgan Ashbury,Siren Publishing,37,3.93,"('11', None, '2007')",2007
18,Ash Princess,"Lizzy - Cinderellas Tochter (Princess in love, #1)",Ashley Gilmore,,117,3.42,"(None, None, None)",
19,Ash Princess,"Holographic Princess (Planet Origins, #3)",Lucia Ashta,Awaken to Peace Press,15,4.13,"('6', '21', '2017')",2017
0,Crystal Wing Academy Series,Crystal Wing Academy: The Complete Series,Marty Mayberry,,17,4.29,"(None, None, None)",
0,All of Us With Wings,All of Us with Wings,Michelle Ruiz Keil,Soho Press,431,3.34,"('6', '18', '2019')",2019
0,An Infinite Number of Parallel Universes,An Infinite Number of Parallel Universes,Randy Ribay,Merit Press,377,3.60,"('10', '16', '2015')",2015
0,After the Shot Drops,After The Shot Drops,Randy Ribay,Houghton Mifflin Harcourt,1308,4.16,"('3', '6', '2018')",2018
1,After the Shot Drops,Study Guide Student Workbook for After the Shot Drops,David Lee,Independently Published,0,0.00,"('3', '18', '2019')",2019
0,Patron Saints of Nothing,Patron Saints of Nothing,Randy Ribay,Kokila,5177,4.36,"('6', '18', '2019')",2019
1,Patron Saints of Nothing,Study Guide Student Workbook for Patron Saints of Nothing,David Lee,,1,5.00,"(None, None, None)",
0,This Beats Perfect,This Beats Perfect (This Beats Perfect #1),Rebecca  Denton,Atom Books,275,3.98,"('2', '2', '2017')",2017
1,This Beats Perfect,"The Punk Factor (This Beats Perfect, #3)",Rebecca  Denton,Atom,53,3.76,"('9', '6', '2018')",2018
2,This Beats Perfect,A Secret Beat (This Beats Perfect #2),Rebecca  Denton,,47,3.96,"(None, None, None)",
3,This Beats Perfect,This Beats Perfect (3 Book Series),Rebecca Denton,,0,0.00,"(None, None, None)",
0,The Kaleidoscope Sisters,The Kaleidoscope Sisters,Ronnie K. Stephens,Kaylie Jones Books,31,4.15,"('8', '21', '2018')",2018
0,Scrapple,Country Scrapple: An American Tradition,William Woys Weaver,Stackpole Books,13,4.00,"('8', '1', '2003')",2003
1,Scrapple,How to Cook Scrapple and Twenty Ways to Enjoy It,Sharon  Love,,2,3.00,"(None, None, None)",
2,Scrapple,Pennsylvania Scrapple: A Delectable History,Amy Strauss,The History Press,9,3.60,"('10', '9', '2017')",2017
3,Scrapple,"Articles on Cuisine of Lancaster, Pennsylvania, Including: Lancaster Caramel Company, Amish Friendship Bread, Pretzel, Scrapple, Funnel Cake, Twizzlers, Shoofly Pie, Fasnacht (Pastry), Apple Butter, Sugar Cookie, Chow-Chow, Hog Maw",Hephaestus Books,Hephaestus Books,0,0.00,"('8', '18', '2011')",2011
4,Scrapple,Scrapple,Sian   Griffiths,Braddock Avenue Books,10,4.73,"('7', '1', '2020')",2020
5,Scrapple,"A Culinary History of Southern Delaware: Scrapple, Beach Plums and Muskrat (American Palate)",Denise Clemons,,4,3.50,"(None, None, None)",
6,Scrapple,We Scrapples: Philadelphia's Main Line as it Really Was,Molly TenBroeck,Outskirts Press,2,4.50,"('5', '18', '2007')",2007
7,Scrapple,"Meat For Tea: The Valley Review, Vol. 7, Issue 4 (Scrapple)",Meaty Gonzales,Meaty Ltd.,2,5.00,"('12', None, '2013')",2013
8,Scrapple,Scrapple: A Breakfast of Horrors,Rory Anderson,,1,4.00,"(None, None, None)",
