,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,Wing Jones,Wing Jones,Katherine Webber,Walker Books,1181,4.10,"('1', '5', '2017')",2017
1,Wing Jones,"Focus On: 100 Most Popular Comic Book Sidekicks: Harley Quinn, Colleen Wing, Jughead Jones, Misty Knight, Robin (character), Damian Wayne, Jason Todd, ... (comics), Reverse-Flash, Bucky Barnes, etc.",Wikipedia Contributors,,0,0.00,"(None, None, None)",
2,Wing Jones,The Hitchhiker's Guide to the Galaxy: Primary Phase,Douglas Adams,BBC Audio,276,4.50,"('4', '2', '2001')",2001
3,Wing Jones,"The Hitchhiker’s Guide to the Galaxy: Hexagonal Phase: And Another Thing...  The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play, #6)",Eoin Colfer,BBC Physical Audio,120,3.71,"('4', '19', '2018')",2018
4,Wing Jones,"The Memory of Wings (Faerie Path: Lamia's Revenge, #2)",Allan Frewin Jones,Harper Collins,10,3.50,"(None, None, None)",
5,Wing Jones,The Hitchiker's Guide to the Galaxy: the Secondary Phase (Dramatised),Douglas Adams,BBC Wordwide Limited,44,4.45,"('11', '14', '2008')",2008
6,Wing Jones,Winging It!: Parenting in the Middle of Life!,Alex Jones,,68,4.15,"(None, None, None)",
7,Wing Jones,"Articles on Peoples Temple, Including: Cult Awareness Network, Jonestown, Jim Jones, Leo Ryan, George Moscone, Flavor Aid, Don Harris, Jackie Speier, Mark Lane (Author), the Brian Jonestown Massacre, Donald Freed, Wings of Deliverance",Hephaestus Books,Hephaestus Books,4,4.00,"('8', '29', '2011')",2011
8,Wing Jones,"Fire, Fury, Faith (Winged Warriors, #1)",N.D. Jones,Kuumba Publishing,26,4.05,"('4', '24', '2020')",2020
9,Wing Jones,The Hitchhiker's Guide To The Galaxy: The Complete Radio Series,Douglas Adams,BBC Physical Audio,47,4.73,"('10', '3', '2005')",2005
10,Wing Jones,"The Domestication of Martin Luther King Jr.: Clarence B. Jones, Right-Wing Conservatism, and the Manipulation of the King Legacy",Lewis V. Baldwin,Cascade Books,2,4.50,"('7', '3', '2013')",2013
11,Wing Jones,"Heat, Hunt, Hope (Winged Warriors #2)",N.D. Jones,Kuumba Publishing,12,4.50,"('5', '15', '2020')",2020
12,Wing Jones,"Lies, Lust, Love (Winged Warriors #3)",N.D. Jones,Kuumba Publishing,10,4.20,"('8', '29', '2020')",2020
13,Wing Jones,The Hitchhiker's Guide to the Galaxy,Douglas Adams,BBC Worldwide Publishing,53,4.22,"('10', '1', '2001')",2001
14,Wing Jones,"The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play, #5)",Douglas Adams,BBC Audiobooks,65,4.37,"('6', '20', '2005')",2005
15,Wing Jones,Wings Over High River: Conversations With A. Gordon Jones,Anne Gafiuk,The Nanton Lancaster Society,5,5.00,"(None, None, '2014')",2014
16,Wing Jones,"Smile So Dark (The Wicked Wings Trilogy, #1)",Krystle Jones,,2,4.00,"(None, None, '2013')",2013
17,Wing Jones,Brilliant Coroners,Rachel  Barenblat,Laupe House Press,7,4.86,"('11', None, '2007')",2007
18,Wing Jones,Alien Embrace : A Limited Edition Collection of Sci Fi Alien Romances,Celia Kyle,Dangerous Words Publishing,1,4.00,"(None, None, None)",
19,Wing Jones,"Thinking Obliquely: Robert T. Jones, the Oblique Wing, NASA's AD-1 Demonstrator, and its legacy",Bruce I. Larrimer,National Aeronautics and Space Administration,2,3.50,"(None, None, '2013')",2013
0,The Free,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,HarperTrophy,82083,4.26,"(None, None, '2004')",2004
1,The Free,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,Shambhala Publications,22432,4.19,"('1', '10', '2006')",2006
2,The Free,Free the Darkness (King's Dark Tidings #1),Kel Kade,,15181,4.26,"(None, None, None)",
3,The Free,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,Penguin Group,116468,3.99,"('12', '31', '2002')",2002
4,The Free,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,Amber-Allen Publishing,166817,4.15,"('9', '14', '2001')",2001
5,The Free,Free: The Future of a Radical Price,Chris Anderson,Hachette Books,13915,3.84,"('7', '7', '2009')",2009
6,The Free,"Among the Free (Shadow Children, #7)",Margaret Peterson Haddix,Simon & Schuster Books for Young Readers,14651,4.14,"('5', '1', '2006')",2006
7,The Free,"Wild and Free (The Three, #3)",Kristen Ashley,,11576,4.14,"('12', '29', '2014')",2014
8,The Free,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,Katherine Tegen Books,85166,4.15,"('4', '23', '2012')",2012
9,The Free,"How Music Got Free: The End of an Industry, the Turn of the Century, and the Patient Zero of Piracy",Stephen Richard Witt,Viking,3822,4.23,"('6', '16', '2015')",2015
10,The Free,Taking the Leap: Freeing Ourselves from Old Habits and Fears,Pema Chödrön,Shambhala,4979,4.19,"('9', '8', '2009')",2009
11,The Free,Setting Free the Bears,John Irving,Ballantine Books,9076,3.30,"('6', '23', '1997')",1997
12,The Free,Bad Samaritans: The Myth of Free Trade and the Secret History of Capitalism,Ha-Joon Chang,Bloomsbury Publishing PLC,3438,4.18,"('12', '26', '2007')",2007
13,The Free,Into the Free (Into the Free #1),Julie Cantrell,,4945,3.92,"(None, None, None)",
14,The Free,"We Free the Stars (Sands of Arawiya, #2)",Hafsah Faizal,"Farrar, Straus and Giroux",74,4.47,"('1', '19', '2021')",2021
15,The Free,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Blaine Harden,Viking,49228,4.00,"('3', '29', '2012')",2012
16,The Free,"Forever Free (The Forever War, #3)",Joe Haldeman,Millennium,4291,3.44,"(None, None, '2000')",2000
17,The Free,Organized Simplicity: The Clutter-Free Approach to Intentional Living,Tsh Oxenreider,Betterway Home,3860,3.76,"('11', '21', '2010')",2010
18,The Free,"Kindle Buffet: Find and download the best free books, magazines and newspapers for your Kindle, iPhone, iPad or Android",Steve Weber,Weber Books,3046,3.34,"('8', '21', '2012')",2012
19,The Free,Setting Free the Kites,Alex George,G.P. Putnam's Sons,2804,4.06,"('2', '21', '2017')",2017
0,Send Pics,Send Pics,Lauren McLaughlin,,28,3.88,"(None, None, None)",
1,Send Pics,His Naked Pic Sends Me Wild! : First Timers 11 (Rough Sex Erotica First Time Erotica Age Gap Erotica Alpha Male Erotica),Kimmy Welsh,,2,1.50,"(None, None, None)",
2,Send Pics,Daddy’s Dick Pic Sends Me Wild!: Daddy’s First Timers 11,Tori Westwood,Taboo Inc.,0,0.00,"('12', '19', '2018')",2018
3,Send Pics,Don't Send Dick Pics,Anon Ymous,,0,0.00,"(None, None, None)",
4,Send Pics,Stop Sending Me D*ck Pics: *women readers only*,Richard W. Lee,,0,0.00,"(None, None, None)",
5,Send Pics,"Simple ESP8266 Microprocessor Utilizing projects hands on: Send Text Message (SMS), Send E-mail utilizing PIC Microcontroller, Home Automation utilizing ESP8266, Arduino IDE and Flashing its Memory.",Anbazhagan k,,0,0.00,"(None, None, None)",
0,My Summer of Love and Misfortune,My Summer of Love and Misfortune,Lindsay Wong,,136,2.53,"('6', '2', '2020')",2020
0,The Big F,The Big F,Maggie Ann Martin,Swoon Reads,453,3.69,"('8', '29', '2017')",2017
1,The Big F,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,Andrew Ross Sorkin,Viking,31996,4.13,"('10', '20', '2009')",2009
2,The Big F,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",Jen Lancaster,NAL,26699,4.07,"('5', '6', '2008')",2008
3,The Big F,"The Big Four (Hercule Poirot, #5)",Agatha Christie,HarperCollinsPublishers,27434,3.61,"(None, None, '2002')",2002
4,The Big F,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,Penguin Portfolio,10013,4.11,"('10', '22', '2013')",2013
5,The Big F,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,Penguin,27640,3.94,"('7', '25', '2006')",2006
6,The Big F,The Circle Maker: Praying Circles Around Your Biggest Dreams and Greatest Fears,Mark Batterson,Zondervan,11094,4.22,"(None, None, None)",
7,The Big F,The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level,Gay Hendricks,HarperOne,7154,4.06,"('4', '21', '2009')",2009
8,The Big F,The Big Kahuna (Fox and O'Hare #6),Janet Evanovich,,9393,3.58,"('3', '26', '2019')",2019
9,The Big F,"Four Seasons in Rome: On Twins, Insomnia, and the Biggest Funeral in the History of the World",Anthony Doerr,Scribner Book Company,6711,3.90,"('6', '12', '2007')",2007
10,The Big F,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",Bianca Bosker,Penguin Books,7700,3.92,"('3', '1', '2017')",2017
11,The Big F,"Catching the Big Fish: Meditation, Consciousness, and Creativity",David Lynch,Tarcherperigee,7952,3.72,"('1', '1', '2007')",2007
12,The Big F,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",Frank Miller,Dark Horse Books,14118,4.11,"('10', '27', '2010')",2010
13,The Big F,The Big Burn: Teddy Roosevelt and the Fire That Saved America,Timothy Egan,Houghton Mifflin,10048,4.09,"('10', '1', '2009')",2009
14,The Big F,Big Nate: From the Top,Lincoln Peirce,Andrews McMeel Publishing,11539,4.40,"('10', '19', '2010')",2010
15,The Big F,Hackers & Painters: Big Ideas from the Computer Age,Paul Graham,O'Reilly Media,6843,4.06,"('5', '25', '2004')",2004
16,The Big F,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,Clarkson Potter,4908,4.33,"('9', '30', '2014')",2014
17,The Big F,"Working for Bigfoot (The Dresden Files, #15.5)",Jim Butcher,,7650,4.27,"(None, None, None)",
18,The Big F,"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm",Hilarie Burton Morgan,HarperOne,4418,4.45,"('5', '5', '2020')",2020
19,The Big F,"Falling for Jillian (Love Under the Big Sky, #3)",Kristen Proby,Pocket Books,5588,4.25,"('1', '27', '2015')",2015
0,To Be Honest,To Be Honest,Maggie Ann Martin,Swoon Reads,1633,3.57,"('8', '21', '2018')",2018
1,To Be Honest,To Be Perfectly Honest: A Novel Based on an Untrue Story,Sonya Sones,Simon & Schuster Books for Young Readers,1785,3.76,"('8', '27', '2013')",2013
2,To Be Honest,To Be Honest,Michael Leviton,,50,4.09,"('1', '5', '2021')",2021
3,To Be Honest,To Be Honest (#lovehim #2),S.M.   James,May Books,173,4.23,"('11', '15', '2018')",2018
4,To Be Honest,To Be Honest,T.C. Booth,Clean Reads,24,3.96,"('7', '21', '2015')",2015
5,To Be Honest,To Be Perfectly Honest: One Man's Year of Almost Living Truthfully Could Change Your Life. No Lie.,Phil Callaway,Multnomah,125,3.60,"('5', '3', '2011')",2011
6,To Be Honest,Beyond Orgasm: Dare to Be Honest About the Sex You Really Want,Marty Klein,Ten Speed Press,10,4.40,"('10', '1', '2002')",2002
7,To Be Honest,For When You Decide to Be Honest,Barbara Simi Muhumuza,Createspace Independent Publishing Platform,8,4.38,"('6', '29', '2018')",2018
8,To Be Honest,To Be Perfectly Honest (Gracie Dart #2),Jess Vallance,Hot Key Books,36,3.35,"('2', '7', '2019')",2019
9,To Be Honest,To Be Honest,P.J. Young,Autharium.com,18,3.78,"('9', '11', '2012')",2012
10,To Be Honest,How to Stop Lying: How to Be Honest and Stop Compulsive Lying,Sandra Forbes,,8,3.00,"(None, None, None)",
11,To Be Honest,Daisy the Dragon Collection: Teaching Your Kids to Be Honest,Kelly Curtiss,Amazon Digital Services,10,4.20,"(None, None, None)",
12,To Be Honest,White Awake: An Honest Look at What It Means to Be White,Daniel Hill,IVP Books,1865,4.35,"('9', '19', '2017')",2017
13,To Be Honest,Lion Attack!: I’m trying to be honest and I want you to know that,Oliver Mol,,7,3.81,"(None, None, None)",
14,To Be Honest,To Be Honest With You,Linford Christie,,8,3.18,"(None, None, None)",
15,To Be Honest,To be Honest ...: A stroll through a family’s history of 200 years and a personal journey across the world,Joe Kelly,,3,3.33,"(None, None, None)",
16,To Be Honest,To Be Honest,Polly Young,,0,0.00,"(None, None, None)",
17,To Be Honest,The Open & Honest Man: 20 Ways To Get Your Man To Be Open And Honest Without Even Asking,Nate Truman,,4,3.50,"(None, None, None)",
18,To Be Honest,Trying to Be an Honest Woman,Judith Barrington,The Eighth Mountain Press,5,2.80,"('1', '1', '1993')",1993
19,To Be Honest,It Won't Be Easy: An Exceedingly Honest (and Slightly Unprofessional) Love Letter to Teaching,Tom Rademacher,Univ Of Minnesota Press,678,4.29,"('4', '25', '2017')",2017
0,Color Me In,Color Me In,Natasha Diaz,Delacorte,1264,3.96,"('8', '20', '2019')",2019
1,Color Me In,Color Me In (Last Chance #2),Riley Hart,,1878,4.24,"(None, None, None)",
2,Color Me In,Write Me In Red (Color Me In: Red Duet #1),Ashley Amy,,100,4.53,"(None, None, None)",
3,Color Me In,Read Her In Red (Color Me In: Red Duet #2),Ashley Amy,,79,4.57,"(None, None, None)",
4,Color Me In,Color Me In,Crystal Faye,,67,4.43,"('5', '4', '2020')",2020
5,Color Me In,Manchester United F.C. 2018/2019: Coloring Book: Christmas Edition,Color Me in,Createspace Independent Publishing Platform,0,0.00,"('9', '2', '2018')",2018
6,Color Me In,German Travel Phrases: Coloring Book,Color Me in,,0,0.00,"(None, None, None)",
7,Color Me In,The Hairstyles Coloring Book: That Balding Men Can Only Dream Of,Color Me in,,0,0.00,"(None, None, None)",
8,Color Me In,Tottenham Hotspur F.C. Coloring Book: 2019/2020,Color Me In Sports,,0,0.00,"(None, None, None)",
9,Color Me In,Arsenal F.C. Coloring Book: 2018/2019,Color Me in,,0,0.00,"(None, None, None)",
10,Color Me In,Manchester United F.C. 2018/2019: Coloring Book,Color Me in,,0,0.00,"(None, None, None)",
11,Color Me In,Love Island Coloring Book: 2018,Color Me in,Createspace Independent Publishing Platform,0,0.00,"('8', '1', '2018')",2018
12,Color Me In,Italian Travel Phrases: Coloring Book,Color Me in,Createspace Independent Publishing Platform,0,0.00,"('8', '7', '2018')",2018
13,Color Me In,Love Island Coloring Book: 2019,Color Me in Entertainment,Independently Published,0,0.00,"('8', '5', '2019')",2019
14,Color Me In,Liverpool F.C. Coloring Book: 2019/2020,Color Me In Sports,,0,0.00,"(None, None, None)",
15,Color Me In,Color Me In: A Lesbian Romance,Alicia Newton,,17,3.65,"(None, None, None)",
16,Color Me In,"Living in Color: What's Funny about Me: Stories from in Living Color, Pop Culture, and the Stand-Up Comedy Scene of the 80s & 90s",Tommy Davidson,Kensington Publishing Corporation,156,3.86,"('1', '28', '2020')",2020
17,Color Me In,"Running with the Buffaloes: A Season Inside with Mark Wetmore, Adam Goucher, and the University of Colorado Men's Cross-Country Team",Chris Lear,,3791,4.20,"(None, None, None)",
18,Color Me In,Color Me: Who's in the Water?,Surya Sajnani,QEB Publishing,10,4.14,"('5', '17', '2018')",2018
19,Color Me In,"Color Me Vegan: Maximize Your Nutrient Intake and Optimize Your Health by Eating Antioxidant-Rich, Fiber-Packed, Color-Intense Meals That Taste Great",Colleen Patrick-Goudreau,Fair Winds Press,1214,4.05,"('11', '1', '2010')",2010
0,The Year I Learned Everything,The Year I Learned Everything,Roxane Gay,Balzer + Bray,61,4.31,"(None, None, '2021')",2021
0,Tell Me Everything,Tell Me Everything,Cambria Brockman,Ebury Digital,3607,3.48,"('7', '16', '2019')",2019
1,Tell Me Everything,Tell Me Everything You Don't Remember: The Stroke That Changed My Life,Christine Hyung-Oak Lee,Ecco,649,3.55,"('2', '14', '2017')",2017
2,Tell Me Everything,Tell Me Everything,Sarah Enni,Point,594,3.62,"('2', '26', '2019')",2019
3,Tell Me Everything,Tell Me Everything,Amy Hatvany,,154,3.69,"(None, None, None)",
4,Tell Me Everything,Tell Me Everything,Emma  Rowley,,58,3.76,"(None, None, None)",
5,Tell Me Everything,Tell Me Everything: How You Can Heal from the Secrets You Thought You'd Never Share,Marilyn Meberg,Thomas Nelson Publishers,53,3.80,"('3', '1', '2010')",2010
6,Tell Me Everything,Tell Me Everything,Carolyn Coman,,63,3.17,"(None, None, None)",
7,Tell Me Everything,Tell Me Everything,Sarah Salway,,51,2.83,"(None, None, None)",
8,Tell Me Everything,Tell Me Everything,Bounty Books ©,Octopus Puplishing Group Ltd.,10,4.70,"(None, None, '2005')",2005
9,Tell Me Everything,Tell Me Everything: How Jesus Told Me His Story,Jason C. Helveston,Elk Lake Publishing,11,4.45,"('6', '6', '2016')",2016
10,Tell Me Everything,Tell Me Everything And Other Stories,Joyce Hinnefeld,University Press of New England,4,4.50,"('7', '1', '1998')",1998
11,Tell Me Everything,Tell Me Everything: How Jesus Told me His Story,Jason C. Helveston,,8,4.62,"(None, None, None)",
12,Tell Me Everything,"Tell Me Everything, Beautiful: A Companion Journal to the Bashful Billionaire",Bonnie R. Paulson,Independently Published,1,5.00,"('8', '4', '2018')",2018
13,Tell Me Everything,Tell Me Everything,Shelley A. Leedahl,,4,2.50,"(None, None, None)",
14,Tell Me Everything,Let Me Tell You Everything: Memoirs of a Lovesick Intellectual,Barbara Bottner,HarperCollins Publishers,3,2.75,"('1', '1', '1989')",1989
15,Tell Me Everything,Tell Me Everything,Marie Brenner,Dutton,0,0.00,"(None, None, '1976')",1976
16,Tell Me Everything,Night of the Bull: A tale of carnal initiation (Tell me everything Book 3),Carla Marx,,1,4.00,"(None, None, None)",
17,Tell Me Everything,The Offbeat: Tell Me Everything,Kristen B. DeMay,Michigan State University Press,0,0.00,"('8', '8', '2007')",2007
18,Tell Me Everything,Tell Me Everything You Don't Remember,Christine Hyung-Oak Lee,Ecco,0,0.00,"('1', '15', '2022')",2022
0,Done Dirt Cheap,Done Dirt Cheap,Sarah Nicole Lemon,Harry N. Abrams,647,3.69,"('3', '7', '2017')",2017
1,Done Dirt Cheap,"Dirty Deeds Done Dirt Cheap (Protected By The Damned, #7)",Michael Todd,,391,4.51,"(None, None, None)",
2,Done Dirt Cheap,Diner Deeds Done Dirt Cheap: An Aspie Girl in Massachusetts (Diner Short Story Mysteries #1),Lisa Shea,Amazon Digital Services LLC,137,3.87,"(None, None, None)",
3,Done Dirt Cheap,Business Start-Ups Done Dirt Cheap: For Entrepreneurs Who Want to Minimize Start-Up Costs and Maximize Chances of Success,Bruce C. Thornton,iUniverse,2,4.00,"('11', '8', '2006')",2006
4,Done Dirt Cheap,Nasty: Dirty Deeds Done Dirt Cheap,P.G. Turner,,0,0.00,"(None, None, None)",
5,Done Dirt Cheap,AC/DC: Dirty Deeds Done Dirt Cheap: (Guitar Tab Edition),Music Sales Corporation,Amsco Music,1,5.00,"('1', '1', '1997')",1997
6,Done Dirt Cheap,Dirty Deeds Done Dirt Cheap,William Kilpatrick,Createspace Independent Publishing Platform,0,0.00,"('1', '7', '2014')",2014
7,Done Dirt Cheap,Dirty Deeds Done Dirt Cheap: Maxon (Dirty Deeds Book 1),Penny Pislaan,,0,0.00,"(None, None, None)",
8,Done Dirt Cheap,Derpy Deeds (Done Dirt Cheap!),Unwhole Hole,Fimfiction,0,0.00,"('8', '13', '2018')",2018
9,Done Dirt Cheap,BUSINESS START-UPS DONE DIRT CHEAP: For Entrepreneurs Who Want to Minimize Start-up Costs and Maximize Chances of Success,Bruce Thornton,,0,0.00,"(None, None, None)",
10,Done Dirt Cheap,"Songs Written by Angus Young (Music Guide): Thunderstruck, It's a Long Way to the Top, Dirty Deeds Done Dirt Cheap, Back in Black",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '18', '2011')",2011
11,Done Dirt Cheap,Dirty Deeds Done Dirt Cheap: Bowen (Dirty Deeds Book 2),Penny Pislaan,,0,0.00,"(None, None, None)",
12,Done Dirt Cheap,"AC-DC Albums (Music Guide): AC-DC Live Albums, AC-DC Video Albums, Black Ice, Backtracks, Back in Black, Iron Man 2, Dirty Deeds Done Dirt Cheap,",Source Wikipedia,Booksllc.Net,0,0.00,"('5', '5', '2014')",2014
13,Done Dirt Cheap,"Australske Musikkalbum: Acdc-Album, Dead Can Dance-Album, Kylie Minogue-Album, Nick Cave & the Bad Seeds-Album, Dirty Deeds Done Dirt Cheap",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('8', '5', '2011')",2011
14,Done Dirt Cheap,"Album D'Acdc: Black Ice, Backtracks, Back in Black, Iron Man 2, Stiff Upper Lip, Fly on the Wall, Highway to Hell, Dirty Deeds Done Dirt Cheap",Source Wikipedia,"Books LLC, Wiki Series",0,0.00,"('10', '10', '2011')",2011
15,Done Dirt Cheap,Dirty Deeds Done Cheap,Peter Mercer,John Blake,7,2.86,"('7', '1', '2009')",2009
16,Done Dirt Cheap,Dirty Deeds Done Cheap: The Incredible Story of My Life from the SBS to a Hired Gun in Iraq,Peter Mercer,John Blake,1,4.50,"('8', '4', '2008')",2008
17,Done Dirt Cheap,Dirty Deeds Done Cheap,Pete Mercer,,1,5.00,"(None, None, None)",
0,Valley Girls,Valley Girls,Sarah Nicole Lemon,Amulet Books,236,3.53,"('5', '8', '2018')",2018
1,Valley Girls,"Attack of the Valley Girls (Melvin Beederman Superhero, #6)",Greg Trine,Square Fish,87,3.87,"('5', '27', '2008')",2008
2,Valley Girls,Deer Valley Girl,Lois Lenski,Lippincott,56,4.04,"('6', None, '1968')",1968
3,Valley Girls,"Silicon Valley Girl: My Adolescent Life and Times, and an Ode to Generation X",Maya Morrow,Dorrance Publishing Co.,4,3.33,"('6', '29', '2017')",2017
4,Valley Girls,The Valley Girls' Guide to Life,Mimi Pond,Dell Publishing Company,22,4.14,"('1', '1', '1982')",1982
5,Valley Girls,Ella’s Journey (Mill Valley Girls #1),Lynne Francis,,56,4.38,"(None, None, None)",
6,Valley Girls,"Gossip Girl: Gossip Girl Characters, Gossip Girl Episodes, List of Gossip Girl Characters, Blair Waldorf, Valley Girls, Serena Van Der Woodsen",Books LLC,"Books LLC, Wiki Series",23,4.04,"('7', '6', '2011')",2011
7,Valley Girls,Alpha Girls: The Women Upstarts Who Took on Silicon Valley's Male Culture and Made the Deals of a Lifetime,Julian Guthrie,Currency,347,3.95,"('4', '30', '2019')",2019
8,Valley Girls,Valley Girl: Childhood in the 80's,Amy Asbury,Estep & Fitzgerald,24,3.97,"('9', '1', '2012')",2012
9,Valley Girls,Fer Shur! How to Be a Valley Girl-Totally!,Mary Corey,,27,3.70,"(None, None, None)",
10,Valley Girls,Alice’s Secret (Mill Valley Girls #2),Lynne Francis,,36,4.00,"(None, None, None)",
11,Valley Girls,"College Girls (Sweet Valley University, #1)",Francine Pascal,Bantam Books,915,3.56,"('9', '1', '1993')",1993
12,Valley Girls,"Wrong Kind of Girl (Sweet Valley High, #10)",Francine Pascal,Bantam Books,1408,3.39,"('7', '1', '1984')",1984
13,Valley Girls,"The New Girl (Sweet Valley Twins, #6)",Francine Pascal,Bantam,1227,3.66,"('2', '1', '1987')",1987
14,Valley Girls,Valley Girl,Crystal Good,Createspace Independent Publishing Platform,18,4.06,"('3', '12', '2012')",2012
15,Valley Girls,Sarah’s Story (Mill Valley Girls #3),Lynne Francis,,22,4.45,"(None, None, None)",
16,Valley Girls,Valley Girls,Mark S Luckie,Windsor Hills,0,0.00,"('1', '12', '2021')",2021
17,Valley Girls,"Boys Against Girls (Sweet Valley Twins, #17)",Francine Pascal,Bantam,569,3.48,"('3', '1', '1988')",1988
18,Valley Girls,"Articles on Gossip Girl, Including: Cecily Von Ziegesar, List of Gossip Girl Episodes, Gossip Girl (TV Series), Valley Girls, Gossip Girl (Season 1), Gossip Girl (Season 2), Gossip Girl (Season 3), Gossip Girl (Season 4)",Hephaestus Books,Hephaestus Books,5,4.00,"('8', '29', '2011')",2011
19,Valley Girls,Christian Girl (Valley High Series Book 1),Trish Shaver,,3,5.00,"(None, None, None)",
0,Naughty List,An Idiot Girl's Christmas: True Tales from the Top of the Naughty List,Laurie Notaro,,4184,3.85,"(None, None, None)",
1,Naughty List,"The Naughty List (The Naughty List, #1)",Suzanne Young,Razorbill,1359,3.67,"('2', '4', '2010')",2010
2,Naughty List,"The Naughty List (Make Mine A Menage, #1)",Jodi Redford,Samhain Publishing,1628,3.83,"('11', '1', '2011')",2011
3,Naughty List,The Naughty List,Cassie Cole,,523,4.17,"(None, None, None)",
4,Naughty List,Bad Boys and Billionaires (The Naughty List Romance Bundles #1),Lynn Red,,593,3.53,"(None, None, None)",
5,Naughty List,The Naughty List,Donna Kauffman,Brava,679,3.71,"('10', '1', '2010')",2010
6,Naughty List,"So Many Boys (The Naughty List, #2)",Suzanne Young,Razorbill,359,3.78,"('6', '10', '2010')",2010
7,Naughty List,"Mr. Naughty List (Home for the Holidays, #2)",Leta Blake,Leta Blake Books,612,4.14,"('11', '11', '2019')",2019
8,Naughty List,"The Dom on the Naughty List (Badass Brats, #1.5)",Sorcha Black,Wicked Cucumber Press,536,3.95,"('12', '20', '2012')",2012
9,Naughty List,On the Naughty List,Lori Foster,St. Martin's Paperbacks,428,3.81,"('10', '14', '2014')",2014
10,Naughty List,The Naughty List,S. Moose,,266,3.96,"(None, None, None)",
11,Naughty List,"A Good Boy Is Hard to Find (The Naughty List, #3)",Suzanne Young,DGLM,220,4.08,"('3', None, '2012')",2012
12,Naughty List,Alphas Unwrapped: 21 New Paranormal Holiday Hotties Sure to Make Santa's Naughty List,Rebecca  Hamilton,,245,4.25,"(None, None, None)",
13,Naughty List,On The Naughty List: A Falling For A Rose Christmas Special,Stephanie Nicole Norris,,261,4.68,"(None, None, None)",
14,Naughty List,"The Naughty List (Imp, #7.5)",Debra Dunbar,Amazon Digital Services,382,4.06,"(None, None, None)",
15,Naughty List,"Santa's Naughty List (Paranormal Protection Agency, #7)",Mina Carter,,417,4.05,"(None, None, None)",
16,Naughty List,Making the Naughty List,Daryl Banner,,314,4.08,"(None, None, None)",
17,Naughty List,The Naughty List,Cori Vidae,Red Moon Romance,30,4.05,"('11', '28', '2015')",2015
18,Naughty List,Flesh: Alpha Males and Taboo Tales (The Naughty List Bundles),Scarlett Skyes,,212,3.27,"(None, None, None)",
19,Naughty List,The Naughty List,Michael Fry,HarperCollins,146,3.90,"('9', '22', '2015')",2015
0,Check Please!,"Check, Please! Book 1: # Hockey",Ngozi Ukazu,First Second,10713,4.35,"('9', '18', '2018')",2018
1,Check Please!,"Check, Please!, Book 2: Sticks & Scones",Ngozi Ukazu,First Second,4076,4.54,"('4', '7', '2020')",2020
2,Check Please!,"Check, Please!: Year One",Ngozi Ukazu,Ngozi Ukazu,2382,4.52,"('10', None, '2015')",2015
3,Check Please!,"Check, Please!: Year Two",Ngozi Ukazu,,1452,4.63,"(None, None, '2016')",2016
4,Check Please!,"Check, Please! Year Three",Ngozi Ukazu,,1053,4.63,"(None, None, None)",
5,Check Please!,"Check, Please!",Ngozi Ukazu,,689,4.62,"('8', '8', '2014')",2014
6,Check Please!,"Check, Please! Year Four",Ngozi Ukazu,,237,4.62,"(None, None, None)",
7,Check Please!,"Check, Please!: Dating, Mating, and Extricating",Janice Dickinson,HarperEntertainment,211,3.44,"('5', '30', '2006')",2006
8,Check Please!,"Check, Please...",Rick Kirkman,Andrews McMeel Publishing,154,4.26,"('3', '1', '1998')",1998
9,Check Please!,"Huddle!, Vol. 1: A ""Check, Please!"" Sketch Zine",Ngozi Ukazu,Ngozi Ukazu,76,4.39,"('9', None, '2014')",2014
10,Check Please!,"Huddle!, Vol. 3: A ""Check, Please!"" Sketch Zine",Ngozi Ukazu,Ngozi Ukazu,74,4.58,"('8', None, '2018')",2018
